st	loopid
GATA2::JUN::MDM2::TP63	Y_6710000_6725000_Y_6770000_6785000
GATA2::CREBBP::RELA::TP63	Y_6710000_6725000_Y_6770000_6785000
GATA2::JUN::RELA::TP63	Y_6710000_6725000_Y_6770000_6785000
GATA2::JUN::NFKB1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
GATA2::CREBBP::ESR2::NFKB2	Y_6710000_6725000_Y_6770000_6785000
GATA2::CREBBP::SP1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
GATA2::JUN::SP1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
GATA2::CREBBP::ESR1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
GATA2::JUN::ESR1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
GATA2::CREBBP::RELA::NFKB2	Y_6710000_6725000_Y_6770000_6785000
GATA2::JUN::RELA::NFKB2	Y_6710000_6725000_Y_6770000_6785000
GATA2::CREBBP::SREBF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::CEBPD	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::ESR1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::ESR1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TOP2A::ESR1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::ESR1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TOP2A::CTCF	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::TP73	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::EGR1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::EGR1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::RUNX2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::VDR::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::VDR::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::NLK::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TOP2A::FOXM1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::TCF4::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TOP2A::TCF4::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::TCF4::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::TCF4::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::EGR1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::EGR1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::SP1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::SP1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::SP1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::SP1	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::NR0B1::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::SREBF1::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::MSH2::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::MSH2::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::KLF5::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::KLF5::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::KLF5::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::SMAD2::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::SMAD2::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::NFKB2::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::NFKB2::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::SMAD4::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::SMAD4::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::SP1::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::SP1::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::SP1::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::SP1::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::EP300::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::EP300::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::EP300::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::EP300::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::SMAD3::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::SMAD3::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::SMAD3::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::MDM2::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::MDM2::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::MDM2::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::ESR1::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TOP2A::ESR1::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::ESR1::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::ESR1::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::CREBBP::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::CREBBP::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::CREBBP::ESR2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::SMAD2::ETV4	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::SMAD2::ETV4	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TOP2A::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
NR4A1::PPARG::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::SRF	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::SRF	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::TP63	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::TP63	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::TP63	Y_6710000_6725000_Y_6770000_6785000
NR4A1::NFKB1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::RELA::NFKB2	Y_6710000_6725000_Y_6770000_6785000
NR4A1::TP53::SREBF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::CEBPD	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::RELA	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::RELA	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::RELA	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::RELA	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::TOP2A::CTCF	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::TOP2A::CTCF	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::TOP2A::CTCF	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::TP73	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::TP73	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::NFKB1	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::EGR1	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::EGR1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::EGR1	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::TCF7L2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::TCF4::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::TCF4::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::RUNX2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::RUNX2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::RUNX2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::VDR::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::VDR::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::VDR::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::FOXM1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::FOXM1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::NLK::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::NLK::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::EGR1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::EGR1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::EGR1::LEF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::SP1	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::SP1	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::SP1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::SP1	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::ESR2	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::ESR2	Y_6710000_6725000_Y_6770000_6785000
NFYA::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::SRF	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::TP63	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
NFYA::TP53::SREBF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::ESR1::SREBF1	Y_6710000_6725000_Y_6770000_6785000
NFYA::CREBBP::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::HDAC4::CEBPD	Y_6710000_6725000_Y_6770000_6785000
RUNX2::CREBBP::CEBPD	Y_6710000_6725000_Y_6770000_6785000
RUNX2::JUN::RELA	Y_6710000_6725000_Y_6770000_6785000
RUNX2::TP53::RELA	Y_6710000_6725000_Y_6770000_6785000
RUNX2::CREBBP::RELA	Y_6710000_6725000_Y_6770000_6785000
RUNX2::JUN::ESR1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::SMAD2::ESR1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::TP53::ESR1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::HDAC4::ESR1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::CREBBP::ESR1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::TP53::TOP2A::CTCF	Y_6710000_6725000_Y_6770000_6785000
RUNX2::JUN::TOP2A::CTCF	Y_6710000_6725000_Y_6770000_6785000
RUNX2::CREBBP::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
RUNX2::TP53::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
RUNX2::TP73::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
RUNX2::JUN::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
RUNX2::TP53	Y_6710000_6725000_Y_6770000_6785000
RUNX2::TP73	Y_6710000_6725000_Y_6770000_6785000
RUNX2::JUN::NFKB1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::HDAC4::NFKB1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::JUN::EGR1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::LEF1::EGR1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::TP53::EGR1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::CREBBP::EGR1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::LEF1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::JUN::SP1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::SMAD2::SP1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::TP53::SP1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::HDAC4::SP1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::CREBBP::SP1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::SMAD2::ESR2	Y_6710000_6725000_Y_6770000_6785000
RUNX2::CREBBP::ESR2	Y_6710000_6725000_Y_6770000_6785000
RUNX2::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
RUNX2::SMAD2::ETV4	Y_6710000_6725000_Y_6770000_6785000
RUNX2::HDAC4::SRF	Y_6710000_6725000_Y_6770000_6785000
RUNX2::CREBBP::SRF	Y_6710000_6725000_Y_6770000_6785000
RUNX2::SMAD2::TP63	Y_6710000_6725000_Y_6770000_6785000
RUNX2::TP73::TP63	Y_6710000_6725000_Y_6770000_6785000
RUNX2::TP53::TP63	Y_6710000_6725000_Y_6770000_6785000
RUNX2::HDAC4::NFKB2	Y_6710000_6725000_Y_6770000_6785000
RUNX2::TP53::SREBF1	Y_6710000_6725000_Y_6770000_6785000
RUNX2::CREBBP::SREBF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::CEBPD	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::RELA	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::RELA	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::RELA	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::ESR1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::ESR1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::ESR1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::TP73	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::TP73	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::TP73	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::NR4A1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::TP63::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::TP63::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::CDX2::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::PPARG::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::PPARG::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::JUN::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::JUN::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::JUN::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::SRF::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::E2F1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::E2F1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::E2F1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::SMAD4::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::MSH2::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::MSH2::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::SP1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::SP1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::SP1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::KLF5::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::KLF5::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::EP300::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::EP300::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::EP300::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::ESR1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::ESR1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::ESR1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::RELA::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::RELA::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::RELA::NFKB1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::EGR1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::EGR1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::EGR1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::TCF4::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::FHIT::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::RUNX2::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::RUNX2::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::VDR::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::VDR::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::VDR::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::FOXM1::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::NLK::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::NLK::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::NLK::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::E2F1::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::SMAD4::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::MSH2::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::SMAD2::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::EP300::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::SMAD3::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::EGR1::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::EGR1::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::EGR1::LEF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::SP1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::SP1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::SP1	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::ESR2	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::ESR2	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::JUN::ETV4	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::SMAD2::ETV4	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::SMAD2::ETV4	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::SRF	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::TP63	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::TP63	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::ESR2::NFKB2	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::ESR2::NFKB2	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::SP1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::SP1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::SP1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::ESR1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::ESR1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::ESR1::NFKB2	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::RELA::NFKB2	Y_6710000_6725000_Y_6770000_6785000
SOX4::MDM2::RELA::NFKB2	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::RELA::NFKB2	Y_6710000_6725000_Y_6770000_6785000
SOX4::TP53::SREBF1	Y_6710000_6725000_Y_6770000_6785000
SOX4::CREBBP::SREBF1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::CEBPD	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::RELA	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::RELA	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::ESR1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::ESR1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::CTCF	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::TP53	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::TP53	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::TP73	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::TP73	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::TP63::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::CDX2::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::PPARG::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::PPARG::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::JUN::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::JUN::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::SRF::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::E2F1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::E2F1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::SMAD4::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::MSH2::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::SP1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::SP1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::KLF5::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::EP300::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::EP300::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::ESR1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::MDM2::ESR1::NFKB1	Y_6710000_6725000_Y_6770000_6785000
PBX1::CREBBP::RELA::NFKB1	Y_6710000_6725000_Y_6770000_6785000
