st	loopid
POU5F1::AR::HDAC4::STAT1	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::HDAC4::STAT1	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::CREBBP::STAT1	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::CREBBP::STAT1	20_1735000_1750000_20_2075000_2090000
POU5F1::HSPA8::CREBBP::STAT1	20_1735000_1750000_20_2075000_2090000
POU5F1::GAPDH::ESR1	20_1735000_1750000_20_2075000_2090000
POU5F1::TOP1::ESR1	20_1735000_1750000_20_2075000_2090000
POU5F1::TUBB3::ESR1	20_1735000_1750000_20_2075000_2090000
POU5F1::NR0B1::ESR1	20_1735000_1750000_20_2075000_2090000
POU5F1::HSPA8::ESR1	20_1735000_1750000_20_2075000_2090000
POU5F1::PRKDC::ESR1	20_1735000_1750000_20_2075000_2090000
POU5F1::PPIA::ESR1	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::ESR1	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::ESR1	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::HDAC1::CEBPD	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::HDAC1::CEBPD	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::HDAC4::CEBPD	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::HDAC4::CEBPD	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::CREBBP::CEBPD	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::CREBBP::CEBPD	20_1735000_1750000_20_2075000_2090000
POU5F1::HSPA8::CREBBP::CEBPD	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::TCF7L2	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::TCF7L2	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::E2F1	20_1735000_1750000_20_2075000_2090000
POU5F1::PRKDC::E2F3	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::E2F3	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::E2F4	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::ELF3	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::ELK1	20_1735000_1750000_20_2075000_2090000
POU5F1::TUBB3::ESR2	20_1735000_1750000_20_2075000_2090000
POU5F1::NR0B1::ESR2	20_1735000_1750000_20_2075000_2090000
POU5F1::HSPA8::ESR2	20_1735000_1750000_20_2075000_2090000
POU5F1::PRKDC::ESR2	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::ESR2	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::KLF5	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::FOXH1	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::CTBP1::KLF4	20_1735000_1750000_20_2075000_2090000
POU5F1::GAPDH::CTBP1::KLF4	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::HDAC1::KLF4	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::HDAC1::KLF4	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::CREBBP::KLF4	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::CREBBP::KLF4	20_1735000_1750000_20_2075000_2090000
POU5F1::HSPA8::CREBBP::KLF4	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::JUN::NKX2-5	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::JUN::NKX2-5	20_1735000_1750000_20_2075000_2090000
POU5F1::PPIA::JUN::NKX2-5	20_1735000_1750000_20_2075000_2090000
POU5F1::PRKDC::JUN::NKX2-5	20_1735000_1750000_20_2075000_2090000
POU5F1::HSPA8::JUN::NKX2-5	20_1735000_1750000_20_2075000_2090000
POU5F1::TUBB3::JUN::NKX2-5	20_1735000_1750000_20_2075000_2090000
POU5F1::TOP1::JUN::NKX2-5	20_1735000_1750000_20_2075000_2090000
POU5F1::GAPDH::JUN::NKX2-5	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::HDAC1::NKX2-5	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::HDAC1::NKX2-5	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::MYC::RBPJ	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::GSK3B::RBPJ	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::GSK3B::RBPJ	20_1735000_1750000_20_2075000_2090000
POU5F1::PRKDC::GSK3B::RBPJ	20_1735000_1750000_20_2075000_2090000
POU5F1::GAPDH::GSK3B::RBPJ	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::HDAC1::RBPJ	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::HDAC1::RBPJ	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::SMARCE1::REST	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::HDAC1::REST	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::HDAC1::REST	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::HDAC4::REST	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::HDAC4::REST	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::RREB1	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::RUNX3	20_1735000_1750000_20_2075000_2090000
POU5F1::TUBB3::SOX2	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::SOX2	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
POU5F1::HSPA8::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::SMAD2::SOX9	20_1735000_1750000_20_2075000_2090000
POU5F1::TOP1::SMAD2::SOX9	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::GSK3B::SOX9	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::GSK3B::SOX9	20_1735000_1750000_20_2075000_2090000
POU5F1::PRKDC::GSK3B::SOX9	20_1735000_1750000_20_2075000_2090000
POU5F1::GAPDH::GSK3B::SOX9	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::CREBBP::SOX9	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::CREBBP::SOX9	20_1735000_1750000_20_2075000_2090000
POU5F1::HSPA8::CREBBP::SOX9	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::SPDEF	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::SRY	20_1735000_1750000_20_2075000_2090000
POU5F1::CTNNB1::TFAP2A	20_1735000_1750000_20_2075000_2090000
POU5F1::AR::TFAP2A	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD4::AR	20_1735000_1750000_20_2075000_2090000
LEF1::EGR1::AR	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::AR	20_1735000_1750000_20_2075000_2090000
LEF1::E2F1::AR	20_1735000_1750000_20_2075000_2090000
LEF1::RUNX2::AR	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::AR	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::STAT1	20_1735000_1750000_20_2075000_2090000
LEF1::FOXM1::ESR1	20_1735000_1750000_20_2075000_2090000
LEF1::STAT5A::ESR1	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD2::ESR1	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD4::ESR1	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::ESR1	20_1735000_1750000_20_2075000_2090000
LEF1::E2F1::ESR1	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::ESR1	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::CEBPD	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::TCF7L2	20_1735000_1750000_20_2075000_2090000
LEF1::E2F1	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::E2F3	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::E2F3	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD2::E2F4	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::E2F4	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::MYC::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::RUNX2::MYC::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::MYC::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD2::MYC::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::FOXM1::MYC::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::TCF7L2::MYC::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::NFKB1::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::E2F1::NFKB1::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::NFKB1::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD4::NFKB1::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::STAT5A::NFKB1::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::JUN::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::RUNX2::JUN::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::JUN::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::EGR1::JUN::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD4::JUN::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD2::JUN::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::TCF7L2::JUN::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::CREBBP::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::RUNX2::CREBBP::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::E2F1::CREBBP::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::CREBBP::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::EGR1::CREBBP::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD4::CREBBP::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD2::CREBBP::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::NLK::CREBBP::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::STAT5A::CREBBP::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::FOXM1::CREBBP::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::AR::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::RUNX2::AR::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::E2F1::AR::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::AR::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::EGR1::AR::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD4::AR::ELF3	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::ELK1	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::ELK1	20_1735000_1750000_20_2075000_2090000
LEF1::STAT5A::ESR2	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD2::ESR2	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD4::ESR2	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::ESR2	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD2::KLF5	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::KLF5	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::KLF5	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD2::FOXH1	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::KLF4	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::NKX2-5	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::RBPJ	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::REST	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::RREB1	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD2::RUNX3	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::RUNX3	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::RUNX3	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::SOX2	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::SOX2	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
LEF1::RUNX2::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
LEF1::E2F1::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
LEF1::EGR1::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD4::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD2::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
LEF1::NLK::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
LEF1::STAT5A::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
LEF1::FOXM1::CREBBP::SOX4	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD2::SOX9	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::AR::SPDEF	20_1735000_1750000_20_2075000_2090000
LEF1::RUNX2::AR::SPDEF	20_1735000_1750000_20_2075000_2090000
LEF1::E2F1::AR::SPDEF	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::AR::SPDEF	20_1735000_1750000_20_2075000_2090000
LEF1::EGR1::AR::SPDEF	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD4::AR::SPDEF	20_1735000_1750000_20_2075000_2090000
LEF1::HDAC1::AR::SRY	20_1735000_1750000_20_2075000_2090000
LEF1::RUNX2::AR::SRY	20_1735000_1750000_20_2075000_2090000
LEF1::E2F1::AR::SRY	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::AR::SRY	20_1735000_1750000_20_2075000_2090000
LEF1::EGR1::AR::SRY	20_1735000_1750000_20_2075000_2090000
LEF1::SMAD4::AR::SRY	20_1735000_1750000_20_2075000_2090000
LEF1::CTNNB1::TFAP2A	20_1735000_1750000_20_2075000_2090000
